P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,Carrera_Target,Satisfaccion
b,a,e,b,b,a,a,b,b,b,b,e,a,b,a,b,b,a,a,c,Ingeniería Mecatrónica,4
b,b,b,b,b,b,d,b,b,a,b,b,b,e,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,b,b,b,a,b,a,b,b,b,b,b,e,b,c,a,a,a,b,e,Ingeniería Mecatrónica,5
b,b,b,a,c,b,b,a,b,b,a,b,b,b,b,b,a,a,b,b,Ingeniería Mecatrónica,5
a,b,b,b,b,b,a,a,b,b,a,b,a,b,a,b,b,a,c,b,Ingeniería Mecatrónica,4
b,a,b,a,b,b,b,b,b,b,b,b,a,a,a,b,b,a,c,a,Ingeniería Mecatrónica,5
e,b,b,a,c,b,e,b,a,b,b,a,b,b,a,a,d,b,b,a,Ingeniería Mecatrónica,4
d,a,b,a,a,b,a,b,a,b,a,a,b,b,b,b,a,a,a,b,Ingeniería Mecatrónica,5
b,b,b,b,c,b,b,b,a,b,b,b,b,b,b,b,a,b,a,e,Ingeniería Mecatrónica,5
b,a,e,c,b,b,b,b,b,b,b,b,a,a,a,b,b,b,b,d,Ingeniería Mecatrónica,5
b,b,e,a,a,b,b,b,b,b,b,a,b,d,b,a,b,b,b,d,Ingeniería Mecatrónica,5
a,b,e,b,b,a,b,c,b,b,c,b,b,a,b,a,b,b,b,b,Ingeniería Mecatrónica,5
b,c,b,c,b,b,e,a,b,a,b,b,b,d,b,c,b,b,d,a,Ingeniería Mecatrónica,5
b,b,b,a,b,b,a,a,b,b,a,b,b,d,e,b,b,b,b,b,Ingeniería Mecatrónica,4
b,b,b,b,b,b,b,b,a,b,b,b,b,a,b,b,a,a,b,b,Ingeniería Mecatrónica,5
c,a,d,b,b,a,b,a,b,b,b,a,b,a,b,a,b,a,b,b,Ingeniería Mecatrónica,5
b,b,b,b,b,b,d,a,a,c,c,b,d,a,a,b,b,b,b,a,Ingeniería Mecatrónica,4
a,b,b,c,b,b,b,a,b,b,b,d,b,a,d,b,d,a,a,a,Ingeniería Mecatrónica,5
b,e,b,c,b,b,a,b,b,a,b,a,a,d,b,e,d,a,b,b,Ingeniería Mecatrónica,4
b,a,a,b,b,b,b,b,b,a,a,b,c,b,c,d,b,a,b,b,Ingeniería Mecatrónica,4
b,b,b,b,b,a,b,a,b,e,a,b,b,a,b,e,d,b,c,a,Ingeniería Mecatrónica,4
b,b,b,b,b,a,b,a,a,b,d,b,b,a,a,b,b,b,b,b,Ingeniería Mecatrónica,5
b,b,b,b,b,b,b,a,b,a,b,b,a,b,a,a,b,a,c,b,Ingeniería Mecatrónica,4
a,d,b,d,e,a,b,b,a,a,a,b,b,a,b,b,b,b,b,a,Ingeniería Mecatrónica,5
b,a,d,b,d,b,b,a,b,b,b,b,b,b,b,a,a,b,c,a,Ingeniería Mecatrónica,4
c,a,b,b,b,b,b,b,a,b,b,b,b,a,b,b,b,b,b,b,Ingeniería Mecatrónica,5
a,d,b,b,a,b,b,b,b,a,b,b,d,a,b,d,d,e,a,b,Ingeniería Mecatrónica,3
a,b,b,b,d,b,b,c,b,b,b,a,b,b,d,b,b,b,b,c,Ingeniería Mecatrónica,4
b,b,a,e,b,b,a,a,a,b,b,a,a,b,a,b,b,b,a,b,Ingeniería Mecatrónica,4
a,a,a,b,b,b,b,b,b,c,b,b,a,b,a,b,b,c,a,b,Ingeniería Mecatrónica,5
b,b,b,b,a,b,b,b,d,b,b,b,b,b,b,e,a,b,a,b,Ingeniería Mecatrónica,4
b,b,a,b,b,b,e,a,d,a,b,b,b,b,b,a,b,b,a,b,Ingeniería Mecatrónica,5
a,b,a,b,a,c,c,d,b,b,b,a,d,c,b,a,a,a,b,a,Ingeniería Mecatrónica,4
b,b,d,a,a,b,a,a,d,a,b,b,a,e,b,b,b,b,b,b,Ingeniería Mecatrónica,4
d,b,b,b,a,a,d,b,c,b,c,b,b,d,c,b,c,b,d,b,Ingeniería Mecatrónica,5
b,b,b,a,a,d,b,a,d,b,b,b,b,c,b,a,b,b,b,b,Ingeniería Mecatrónica,5
b,b,b,b,c,b,b,b,b,a,d,b,b,a,a,b,b,a,c,b,Ingeniería Mecatrónica,5
b,e,e,b,b,b,a,a,b,b,b,a,b,e,b,d,b,d,b,b,Ingeniería Mecatrónica,5
a,b,a,c,e,b,a,c,a,b,b,e,b,b,b,b,e,b,a,b,Ingeniería Mecatrónica,4
b,b,b,b,b,b,a,b,a,a,a,b,a,d,a,e,a,a,b,a,Ingeniería Mecatrónica,5
a,b,b,b,b,b,b,c,b,d,b,b,b,a,b,b,b,a,b,b,Ingeniería Mecatrónica,4
d,b,d,b,b,a,a,b,b,b,b,b,b,b,b,c,a,a,b,b,Ingeniería Mecatrónica,5
a,e,b,b,b,e,b,b,d,a,b,a,a,b,a,c,b,b,c,b,Ingeniería Mecatrónica,5
b,b,b,b,a,b,b,d,b,b,d,d,a,e,d,e,d,c,b,b,Ingeniería Mecatrónica,5
a,b,b,b,b,b,b,b,b,d,b,a,b,c,a,b,b,a,b,b,Ingeniería Mecatrónica,4
e,e,d,b,e,b,b,b,b,b,a,b,a,b,b,b,b,a,b,a,Ingeniería Mecatrónica,5
b,c,a,b,b,b,b,a,e,c,a,b,b,b,b,a,b,a,d,b,Ingeniería Mecatrónica,4
a,b,a,b,b,b,c,b,a,b,a,b,a,b,a,b,a,a,c,b,Ingeniería Mecatrónica,4
b,b,b,b,a,b,b,a,b,b,a,d,b,b,b,b,b,d,b,b,Ingeniería Mecatrónica,4
a,b,b,b,b,a,a,b,a,d,b,b,a,a,b,c,b,b,b,b,Ingeniería Mecatrónica,5
b,c,a,e,b,a,a,b,b,b,b,b,b,b,a,b,b,c,b,b,Ingeniería Mecatrónica,5
b,b,a,b,b,b,e,a,a,b,b,a,a,a,b,b,a,b,b,b,Ingeniería Mecatrónica,5
e,a,b,b,b,b,b,b,b,b,b,b,b,e,b,b,a,b,b,b,Ingeniería Mecatrónica,5
b,a,e,b,b,a,b,b,b,a,b,b,b,a,b,b,b,b,a,a,Ingeniería Mecatrónica,5
a,c,b,b,b,b,a,b,b,b,b,a,a,e,b,b,a,a,b,b,Ingeniería Mecatrónica,4
c,b,a,b,b,a,a,d,c,b,b,b,b,b,e,b,c,b,b,b,Ingeniería Mecatrónica,4
a,a,b,b,b,b,b,a,a,b,d,a,c,d,a,a,e,a,c,b,Ingeniería Mecatrónica,4
b,b,b,a,b,b,b,a,a,b,b,b,b,a,b,b,c,c,a,b,Ingeniería Mecatrónica,4
a,d,b,a,a,b,b,b,a,b,a,a,b,b,c,b,a,d,b,a,Ingeniería Mecatrónica,5
b,b,b,b,b,a,e,a,b,d,b,b,b,b,b,b,a,b,b,a,Ingeniería Mecatrónica,5
a,b,b,b,a,b,c,a,b,b,c,d,b,b,a,a,b,a,b,b,Ingeniería Mecatrónica,4
d,a,a,b,b,b,b,b,b,b,b,a,e,b,d,b,a,b,b,b,Ingeniería Mecatrónica,3
b,b,b,a,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,a,Ingeniería Mecatrónica,4
b,d,b,b,d,b,b,a,a,a,b,b,a,b,b,b,b,b,b,b,Ingeniería Mecatrónica,4
b,a,b,b,c,a,b,b,b,b,b,b,b,d,a,b,d,a,b,b,Ingeniería Mecatrónica,4
b,b,b,a,b,a,b,a,b,b,b,b,d,a,b,b,a,d,a,b,Ingeniería Mecatrónica,5
a,b,b,a,b,b,c,a,a,b,b,b,b,e,b,b,a,b,a,a,Ingeniería Mecatrónica,5
b,b,b,b,b,b,b,a,a,b,c,b,b,a,b,a,e,b,a,b,Ingeniería Mecatrónica,5
b,a,b,b,b,e,b,b,b,b,b,a,b,a,a,b,b,b,b,a,Ingeniería Mecatrónica,5
a,b,b,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,b,b,b,b,b,b,b,c,d,d,a,b,b,b,c,b,b,b,b,Ingeniería Mecatrónica,4
c,b,b,b,d,a,b,b,b,b,b,b,c,b,b,b,a,c,b,b,Ingeniería Mecatrónica,4
d,a,d,a,c,b,b,b,b,b,a,b,b,b,b,b,c,c,a,b,Ingeniería Mecatrónica,5
b,b,b,c,b,b,b,b,d,b,d,a,c,b,a,b,b,a,b,b,Ingeniería Mecatrónica,4
b,b,b,a,b,b,b,a,e,b,a,a,b,a,b,a,b,a,a,a,Ingeniería Mecatrónica,5
c,b,b,b,b,a,b,a,b,b,e,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,a,b,a,b,a,b,b,a,a,b,b,e,a,e,b,e,c,b,e,Ingeniería Mecatrónica,4
b,a,b,d,b,b,a,d,b,b,b,b,b,b,b,b,b,a,b,a,Ingeniería Mecatrónica,5
a,b,b,b,a,b,b,a,b,a,a,b,a,a,b,b,b,b,a,b,Ingeniería Mecatrónica,4
a,b,b,a,b,b,e,b,a,b,a,d,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,3
b,b,b,a,a,a,b,b,a,a,b,b,b,b,d,a,a,c,b,e,Ingeniería Mecatrónica,4
b,b,a,b,d,e,e,b,a,b,a,b,a,e,b,b,b,a,a,a,Ingeniería Mecatrónica,4
b,e,b,b,b,c,a,a,b,a,d,e,e,b,a,b,b,b,a,b,Ingeniería Mecatrónica,5
d,b,b,b,b,d,b,b,d,b,b,b,b,c,c,b,c,b,c,b,Ingeniería Mecánica Eléctrica,5
a,b,b,c,d,c,c,c,b,b,b,d,d,b,b,c,b,b,c,b,Ingeniería Mecánica Eléctrica,5
a,e,b,e,b,d,c,e,b,b,b,e,b,b,c,c,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,c,b,b,b,d,e,d,b,b,b,d,c,e,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,c,c,c,d,a,b,e,b,b,a,b,c,b,b,c,b,a,c,Ingeniería Mecánica Eléctrica,3
b,b,b,b,b,b,b,b,b,b,b,c,d,b,a,b,b,b,b,b,Ingeniería Mecánica Eléctrica,3
b,d,b,c,b,c,b,b,c,b,c,b,b,b,b,c,c,a,b,b,Ingeniería Mecánica Eléctrica,5
b,c,a,b,b,b,b,b,b,b,e,b,b,e,c,d,b,e,b,c,Ingeniería Mecánica Eléctrica,5
b,c,c,b,b,d,b,b,e,b,c,b,b,b,b,b,a,b,b,c,Ingeniería Mecánica Eléctrica,4
c,b,c,b,b,b,a,b,b,b,b,b,c,c,b,b,e,b,e,c,Ingeniería Mecánica Eléctrica,5
c,b,c,c,b,c,b,b,b,b,b,b,e,b,c,c,b,b,b,b,Ingeniería Mecánica Eléctrica,3
b,b,b,c,e,c,b,b,b,c,b,c,d,a,c,e,c,b,c,c,Ingeniería Mecánica Eléctrica,3
c,e,b,a,b,b,b,c,b,c,b,b,c,b,b,b,c,b,c,b,Ingeniería Mecánica Eléctrica,5
b,b,b,c,b,c,b,c,d,a,b,b,e,b,c,b,b,b,b,c,Ingeniería Mecánica Eléctrica,4
b,b,c,c,b,c,c,b,b,b,b,b,b,a,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,a,b,b,b,b,b,b,b,b,b,b,b,c,b,b,c,b,a,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,c,a,e,c,c,b,b,b,d,b,c,c,c,c,Ingeniería Mecánica Eléctrica,3
b,b,b,b,c,b,b,b,b,c,b,b,b,b,c,b,b,e,c,b,Ingeniería Mecánica Eléctrica,4
b,b,c,b,b,b,b,b,b,c,b,c,b,e,d,d,e,b,b,c,Ingeniería Mecánica Eléctrica,5
c,c,e,b,c,b,b,c,c,c,b,b,b,b,b,e,b,b,e,b,Ingeniería Mecánica Eléctrica,5
b,b,b,d,b,b,c,b,b,c,b,b,b,b,b,c,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,b,b,a,c,c,c,c,b,c,b,c,c,c,b,c,c,c,c,b,Ingeniería Mecánica Eléctrica,5
b,b,a,b,b,b,b,b,c,b,b,b,a,c,c,b,c,c,b,b,Ingeniería Mecánica Eléctrica,4
b,b,a,b,b,c,b,d,b,b,c,b,b,e,b,b,c,b,b,d,Ingeniería Mecánica Eléctrica,5
b,b,d,b,d,a,c,c,c,b,e,b,c,c,b,b,b,b,d,b,Ingeniería Mecánica Eléctrica,5
c,b,b,b,a,b,d,e,b,b,b,b,b,c,e,b,c,b,c,b,Ingeniería Mecánica Eléctrica,4
b,b,b,b,b,e,b,b,b,b,b,d,c,b,c,b,b,c,b,b,Ingeniería Mecánica Eléctrica,4
b,b,e,a,e,c,c,c,b,b,b,c,b,b,c,b,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,b,c,c,a,b,b,b,b,b,b,e,c,b,b,c,e,c,b,b,Ingeniería Mecánica Eléctrica,4
b,c,b,b,c,b,b,b,c,b,a,b,b,b,b,b,b,b,e,b,Ingeniería Mecánica Eléctrica,5
c,b,a,b,b,b,b,a,e,c,c,b,c,b,e,b,b,b,e,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,e,b,Ingeniería Mecánica Eléctrica,3
b,b,c,b,b,b,c,b,b,c,a,b,b,b,b,b,a,e,c,c,Ingeniería Mecánica Eléctrica,5
b,c,b,b,c,b,b,e,e,e,b,b,a,b,b,b,b,b,c,b,Ingeniería Mecánica Eléctrica,4
b,b,b,d,b,c,a,c,e,b,b,b,c,b,c,d,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,c,b,c,b,b,b,b,b,c,b,b,b,d,b,c,b,a,e,c,Ingeniería Mecánica Eléctrica,5
c,b,b,c,d,b,b,c,a,b,b,e,b,b,c,c,c,c,c,c,Ingeniería Mecánica Eléctrica,4
b,c,c,b,b,c,b,b,b,b,b,b,b,b,b,b,a,b,d,c,Ingeniería Mecánica Eléctrica,3
a,b,b,e,b,b,b,b,d,b,b,a,c,b,b,c,b,b,a,b,Ingeniería Mecánica Eléctrica,4
b,c,c,b,b,b,b,c,b,c,e,b,c,c,b,b,e,b,d,c,Ingeniería Mecánica Eléctrica,5
b,e,b,c,b,c,b,d,a,b,b,b,c,d,c,e,b,b,d,b,Ingeniería Mecánica Eléctrica,4
e,b,b,c,b,b,a,a,b,b,b,b,b,b,b,b,b,b,b,c,Ingeniería Mecánica Eléctrica,4
b,c,b,c,b,b,b,c,b,a,c,b,c,b,b,b,b,b,c,e,Ingeniería Mecánica Eléctrica,5
b,b,b,c,b,d,a,b,b,b,c,e,b,c,c,b,c,b,b,b,Ingeniería Mecánica Eléctrica,4
e,c,e,b,e,b,b,b,b,e,e,b,d,b,b,c,b,c,c,b,Ingeniería Mecánica Eléctrica,4
b,c,b,c,b,b,b,c,b,b,b,b,b,b,b,b,b,c,b,c,Ingeniería Mecánica Eléctrica,5
c,c,c,b,b,c,e,b,e,c,b,b,b,b,b,b,b,c,b,b,Ingeniería Mecánica Eléctrica,5
c,c,d,b,b,b,b,c,b,b,c,b,c,b,c,b,c,a,b,b,Ingeniería Mecánica Eléctrica,5
b,a,b,b,b,b,b,b,b,b,b,c,d,c,c,b,a,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,d,b,c,b,b,b,b,b,b,c,b,b,a,a,c,b,Ingeniería Mecánica Eléctrica,5
b,d,b,c,b,c,b,b,b,c,b,b,b,b,a,c,b,b,e,c,Ingeniería Mecánica Eléctrica,5
b,b,b,b,c,e,d,d,b,e,c,c,d,b,d,e,b,c,e,b,Ingeniería Mecánica Eléctrica,5
c,c,b,c,b,b,c,b,c,e,b,c,c,e,e,e,c,b,b,b,Ingeniería Mecánica Eléctrica,5
c,c,b,b,d,b,b,b,c,b,c,c,b,b,d,b,b,c,b,b,Ingeniería Mecánica Eléctrica,3
b,c,b,c,c,b,b,b,b,b,d,c,b,b,b,b,e,b,b,b,Ingeniería Mecánica Eléctrica,4
c,b,b,b,b,b,e,a,b,b,a,b,a,c,e,c,c,b,e,a,Ingeniería Mecánica Eléctrica,4
c,b,b,b,b,b,c,b,b,c,c,b,b,b,b,b,b,c,b,b,Ingeniería Mecánica Eléctrica,4
c,e,c,b,b,b,b,b,b,b,b,d,b,c,b,b,b,b,c,b,Ingeniería Mecánica Eléctrica,5
b,e,b,c,b,c,b,b,b,b,b,c,e,b,b,d,b,c,b,b,Ingeniería Mecánica Eléctrica,5
b,c,c,b,b,b,b,b,c,a,e,c,b,b,b,e,b,b,b,e,Ingeniería Mecánica Eléctrica,5
c,b,b,d,b,a,b,c,b,b,b,a,c,b,c,b,b,b,a,b,Ingeniería Mecánica Eléctrica,4
b,e,b,b,b,c,b,b,c,b,e,d,b,c,b,c,c,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,c,d,b,c,b,d,b,b,b,b,b,b,b,b,c,Ingeniería Mecánica Eléctrica,3
b,b,b,b,a,e,b,a,c,d,e,b,b,b,b,b,c,b,c,b,Ingeniería Mecánica Eléctrica,4
c,b,b,b,b,c,b,b,b,b,b,c,c,b,c,b,d,b,b,c,Ingeniería Mecánica Eléctrica,5
c,b,c,b,c,b,d,b,b,b,b,b,b,c,e,b,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,c,c,e,c,b,b,b,b,b,b,a,c,d,b,b,c,b,c,b,Ingeniería Mecánica Eléctrica,5
e,b,b,b,b,b,a,c,b,b,b,b,b,b,b,c,b,c,c,b,Ingeniería Mecánica Eléctrica,5
b,a,c,d,b,c,b,d,b,d,b,d,b,b,b,b,a,c,b,c,Ingeniería Mecánica Eléctrica,5
c,d,e,b,a,b,b,b,c,b,b,c,d,b,c,c,c,b,b,b,Ingeniería Mecánica Eléctrica,5
b,a,c,a,c,b,b,d,b,b,b,b,c,c,b,b,c,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,a,b,b,b,c,b,b,c,b,b,b,b,b,b,e,e,b,Ingeniería Mecánica Eléctrica,4
b,c,a,c,c,d,b,b,b,a,c,b,b,b,a,b,b,d,b,b,Ingeniería Mecánica Eléctrica,5
b,b,c,c,b,b,c,b,b,b,b,b,b,b,b,b,c,c,d,b,Ingeniería Mecánica Eléctrica,3
b,b,d,c,b,d,d,b,b,b,b,c,b,b,b,c,b,b,b,b,Ingeniería Mecánica Eléctrica,4
d,c,b,b,e,b,b,c,b,b,c,e,b,b,b,b,c,d,c,b,Ingeniería Mecánica Eléctrica,5
b,c,b,a,b,b,b,b,b,c,a,b,d,b,c,b,b,c,b,b,Ingeniería Mecánica Eléctrica,4
a,b,b,b,b,c,b,b,e,c,c,c,c,c,c,e,b,b,d,b,Ingeniería Mecánica Eléctrica,5
b,c,b,b,b,b,b,c,b,b,b,b,c,b,b,b,b,b,b,c,Ingeniería Mecánica Eléctrica,3
b,e,b,b,b,e,c,b,b,b,e,b,b,d,b,b,d,b,b,b,Ingeniería Mecánica Eléctrica,5
b,c,b,b,b,b,b,c,b,c,b,b,c,c,b,e,b,b,b,b,Ingeniería Mecánica Eléctrica,4
c,c,c,b,a,b,b,b,b,c,c,b,b,b,c,b,b,a,b,b,Ingeniería Mecánica Eléctrica,4
b,d,b,c,b,c,b,b,c,b,b,c,b,b,b,b,b,b,c,b,Ingeniería Mecánica Eléctrica,4
b,b,c,c,c,a,b,b,c,b,b,a,b,b,c,c,b,e,a,b,Ingeniería Mecánica Eléctrica,3
b,e,b,b,c,b,c,b,b,b,b,d,b,b,b,b,c,c,b,c,Ingeniería Mecánica Eléctrica,4
b,c,b,b,b,b,b,c,b,b,b,b,b,b,a,b,b,b,b,c,Ingeniería Mecánica Eléctrica,5
b,a,b,c,b,c,c,b,b,e,b,b,b,c,d,b,b,c,b,b,Ingeniería Mecánica Eléctrica,5
b,a,b,b,c,e,c,b,c,b,b,c,c,b,b,c,c,b,d,b,Ingeniería Mecánica Eléctrica,5
c,c,c,b,b,b,d,b,c,b,c,b,b,b,c,b,b,d,b,c,Ingeniería Mecánica Eléctrica,5
b,b,c,b,c,b,c,b,c,b,b,c,b,b,b,b,b,d,b,c,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,c,c,b,b,b,c,b,c,c,c,c,a,b,c,b,Ingeniería Mecánica Eléctrica,4
c,d,c,b,b,b,b,c,a,c,c,e,b,b,b,b,b,b,b,a,Ingeniería Mecánica Eléctrica,5
c,c,c,c,c,b,b,d,b,e,b,b,b,a,b,b,c,c,b,c,Ingeniería Mecánica Eléctrica,4
b,b,b,b,e,b,d,b,c,b,b,c,b,b,b,b,d,b,b,b,Ingeniería Mecánica Eléctrica,5
b,c,b,b,d,b,b,c,b,e,b,b,c,c,c,d,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,c,c,b,a,b,b,a,c,b,b,b,c,b,b,c,b,e,b,b,Ingeniería Mecánica Eléctrica,5
c,b,b,c,c,b,b,b,c,c,c,e,b,b,b,b,c,b,b,b,Ingeniería Mecánica Eléctrica,3
b,b,b,b,c,b,c,b,c,d,b,b,c,b,e,b,b,c,c,b,Ingeniería Mecánica Eléctrica,4
b,c,b,b,d,c,b,b,c,e,e,b,b,b,d,b,b,d,b,b,Ingeniería Mecánica Eléctrica,4
b,b,b,c,b,b,c,c,c,b,c,b,b,c,b,e,b,b,b,e,Ingeniería Mecánica Eléctrica,3
a,c,c,c,c,c,b,c,b,c,b,b,c,b,a,b,d,c,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,c,c,c,b,b,e,b,b,c,b,c,Ingeniería Mecánica Eléctrica,5
b,a,a,c,b,c,d,b,c,b,c,b,b,b,c,c,d,b,b,b,Ingeniería Mecánica Eléctrica,3
e,b,b,b,b,b,b,c,b,c,b,b,b,b,b,a,b,b,c,c,Ingeniería Mecánica Eléctrica,3
c,c,b,b,b,e,b,b,b,b,b,b,b,d,b,b,a,c,e,b,Ingeniería Mecánica Eléctrica,3
b,a,c,b,c,b,b,b,c,c,b,a,b,b,b,c,b,b,b,c,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,b,c,b,b,b,c,b,b,a,e,b,Ingeniería Mecánica Eléctrica,5
b,b,b,c,b,b,b,b,b,b,c,b,c,b,b,b,c,b,b,c,Ingeniería Mecánica Eléctrica,4
b,c,c,b,c,d,b,b,b,b,d,a,b,c,b,c,b,c,b,b,Ingeniería Mecánica Eléctrica,5
b,b,c,a,a,b,a,b,b,b,b,b,b,d,b,b,b,d,b,d,Ingeniería Mecánica Eléctrica,4
b,b,b,c,b,b,b,c,b,c,b,b,c,d,d,c,b,b,b,a,Ingeniería Mecánica Eléctrica,3
b,c,d,b,b,c,a,c,b,c,b,b,c,b,b,d,c,d,b,c,Ingeniería Mecánica Eléctrica,3
c,a,c,c,d,b,b,b,c,b,b,b,b,b,a,c,b,a,b,b,Ingeniería Mecánica Eléctrica,4
b,a,b,c,b,b,b,b,b,a,b,b,a,b,d,c,d,e,e,b,Ingeniería Mecánica Eléctrica,5
b,a,b,c,b,b,b,e,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,c,b,c,b,b,d,c,c,b,b,d,b,b,c,b,b,Ingeniería Mecánica Eléctrica,5
c,b,b,c,b,b,b,c,b,b,c,b,b,b,c,b,b,b,d,a,Ingeniería Mecánica Eléctrica,4
b,b,b,b,c,b,b,c,c,b,c,b,a,b,b,b,c,b,b,b,Ingeniería Mecánica Eléctrica,5
a,a,c,b,b,c,b,a,b,b,a,c,c,d,c,d,c,e,b,b,Ingeniería Mecánica Eléctrica,5
b,e,c,b,b,c,b,c,b,b,b,b,b,a,b,a,b,b,b,b,Ingeniería Mecánica Eléctrica,5
c,e,b,b,b,b,b,a,a,b,b,b,b,b,c,c,a,c,b,b,Ingeniería Mecánica Eléctrica,4
b,b,c,b,c,c,b,c,b,c,b,b,a,a,b,b,c,c,b,b,Ingeniería Mecánica Eléctrica,3
c,b,c,b,c,b,b,c,c,b,b,b,b,b,b,a,b,b,a,b,Ingeniería Mecánica Eléctrica,4
b,b,c,b,c,b,b,b,b,b,b,b,b,b,b,b,b,c,c,b,Ingeniería Mecánica Eléctrica,4
b,e,d,d,d,c,e,b,c,c,a,d,b,a,c,c,b,b,c,a,Ingeniería Mecánica Eléctrica,4
b,c,c,b,b,b,c,b,b,b,b,c,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,3
b,c,a,e,b,b,c,b,b,b,b,b,b,b,b,b,b,a,b,b,Ingeniería Mecánica Eléctrica,4
b,c,c,b,c,c,c,b,b,b,c,b,b,c,c,b,a,b,b,b,Ingeniería Mecánica Eléctrica,4
b,b,c,b,b,b,b,c,c,b,a,b,b,a,b,d,b,c,e,b,Ingeniería Mecánica Eléctrica,4
c,d,c,b,b,b,b,b,b,b,b,b,b,b,b,b,b,d,c,b,Ingeniería Mecánica Eléctrica,5
b,b,c,b,b,a,a,b,b,c,b,b,a,c,c,b,a,b,d,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,c,b,b,c,b,c,b,c,c,b,a,c,Ingeniería Mecánica Eléctrica,5
c,b,e,b,c,c,b,c,e,c,b,b,b,b,a,d,d,c,b,b,Ingeniería Mecánica Eléctrica,4
b,b,c,b,c,c,e,c,b,b,c,b,a,b,c,b,b,c,b,c,Ingeniería Mecánica Eléctrica,3
e,a,d,b,a,c,b,b,b,b,b,c,d,b,b,b,b,c,b,b,Ingeniería Mecánica Eléctrica,5
b,c,c,e,c,b,b,a,b,b,b,b,d,b,b,b,b,c,c,c,Ingeniería Mecánica Eléctrica,4
c,b,c,b,b,b,b,b,c,b,e,b,b,b,c,c,b,b,d,c,Ingeniería Mecánica Eléctrica,4
b,c,d,c,c,b,b,c,b,d,c,c,b,e,c,c,c,b,b,b,Ingeniería Mecánica Eléctrica,3
b,b,b,b,b,b,b,b,c,b,c,e,c,a,b,b,b,c,c,b,Ingeniería Mecánica Eléctrica,5
b,b,b,e,b,c,b,c,b,b,b,b,d,b,b,c,c,b,c,b,Ingeniería Mecánica Eléctrica,4
a,a,b,b,c,c,b,b,c,a,b,b,b,b,b,e,c,c,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,c,b,d,b,b,b,b,a,b,e,c,b,b,d,d,c,Ingeniería Mecánica Eléctrica,3
b,b,b,c,e,d,c,b,b,c,c,e,b,a,a,c,b,c,c,c,Ingeniería Mecánica Eléctrica,5
b,b,b,c,b,e,c,b,c,b,b,b,c,b,b,b,c,b,b,b,Ingeniería Mecánica Eléctrica,4
b,b,c,b,b,a,b,b,b,b,c,a,b,b,b,c,e,b,b,b,Ingeniería Mecánica Eléctrica,4
d,b,b,b,c,b,c,d,b,b,a,c,c,c,b,b,c,b,b,c,Ingeniería Mecánica Eléctrica,4
b,b,d,e,c,a,c,b,b,b,b,b,b,d,b,b,b,b,c,c,Ingeniería Mecánica Eléctrica,4
b,b,c,b,b,b,b,c,b,b,a,b,c,b,c,b,b,b,b,c,Ingeniería Mecánica Eléctrica,4
c,b,b,b,b,c,b,b,c,b,b,b,b,b,b,c,b,d,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,c,d,b,c,b,c,b,b,e,b,b,b,b,b,c,b,Ingeniería Mecánica Eléctrica,5
c,b,a,b,c,b,c,d,b,b,b,b,c,c,b,c,c,b,b,c,Ingeniería Mecánica Eléctrica,3
b,b,d,c,b,b,b,b,b,b,c,a,b,b,b,b,b,b,d,b,Ingeniería Mecánica Eléctrica,5
b,b,e,b,e,b,b,b,d,c,d,e,c,b,b,b,c,b,e,b,Ingeniería Mecánica Eléctrica,5
a,a,b,b,b,b,d,a,b,b,b,c,e,b,b,b,b,c,b,c,Ingeniería Mecánica Eléctrica,4
