P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,Carrera_Target,Satisfaccion
b,d,a,b,c,b,c,b,b,c,d,d,c,b,e,c,b,b,b,b,Ingeniería de Software,5
d,c,b,c,b,b,b,b,d,b,c,b,b,c,c,b,e,b,b,b,Ingeniería Mecánica Eléctrica,5
c,c,d,e,b,c,b,b,e,b,c,d,b,e,e,b,c,d,b,e,Administración,5
e,b,b,d,e,e,b,e,c,e,d,a,b,c,b,b,a,d,e,b,Ingeniería Mecatrónica,4
a,a,c,a,a,a,d,a,a,a,a,b,d,a,d,a,a,b,a,a,Administración,4
d,d,d,d,d,d,d,d,b,d,d,d,d,d,a,c,d,d,c,a,Ingeniería Mecatrónica,5
e,b,e,b,c,e,e,d,e,e,c,e,e,e,d,b,d,a,d,b,Ingeniería Industrial,4
d,d,d,a,a,a,d,a,d,d,a,d,d,d,b,a,d,d,d,d,Ingeniería Civil,5
d,d,e,b,d,d,a,b,b,d,c,b,d,b,b,e,b,c,d,e,Ingeniería Industrial,4
c,e,d,c,b,e,c,b,b,a,c,d,c,d,b,c,e,c,b,e,Gestión y Dirección,4
e,e,e,b,b,b,a,e,e,e,d,d,e,c,a,b,e,d,c,b,Ingeniería Industrial,5
b,d,e,d,d,d,d,e,d,d,e,d,c,b,d,d,d,c,d,d,Gestión y Dirección,4
d,d,d,a,a,a,d,a,a,d,a,b,d,a,d,d,a,b,d,d,Gestión y Dirección,5
c,d,c,c,b,b,b,c,c,b,d,c,b,e,e,e,b,d,d,d,Administración,4
c,d,e,b,b,b,d,e,c,d,d,d,b,b,e,d,e,d,c,c,Gestión y Dirección,5
b,e,d,d,b,c,c,b,d,b,b,e,c,b,b,e,e,b,b,c,Gestión y Dirección,5
a,a,b,a,a,a,d,a,a,a,a,b,a,a,d,a,a,a,a,a,Ingeniería Mecatrónica,4
e,b,d,c,b,c,e,c,e,b,b,c,b,c,e,e,b,c,b,e,Gestión y Dirección,4
c,b,d,e,e,b,d,c,c,c,e,c,e,e,c,c,b,a,d,c,Gestión y Dirección,5
a,a,d,a,d,a,d,a,d,d,a,b,a,a,d,d,a,c,a,a,Ingeniería Civil,5
e,b,d,c,b,c,b,e,c,b,e,d,c,b,c,e,e,a,c,c,Ingeniería Mecánica Eléctrica,5
c,b,c,d,e,b,d,d,d,d,d,e,d,b,e,c,b,e,c,b,Administración,4
b,a,a,d,b,d,a,b,a,d,d,b,d,d,d,e,d,b,b,b,Ingeniería Mecatrónica,5
b,e,e,d,b,b,d,c,e,b,b,c,c,c,d,c,c,d,b,b,Ingeniería Industrial,5
a,a,a,b,a,d,d,a,d,a,d,d,a,d,d,a,a,b,e,a,Ingeniería Mecatrónica,5
d,c,e,e,e,b,b,d,b,c,d,d,d,d,b,b,b,d,b,b,Contaduría,4
b,b,e,c,c,d,a,b,e,e,c,d,c,e,a,b,c,d,d,b,Gestión y Dirección,5
b,d,d,b,d,d,d,e,d,d,e,b,c,d,d,c,a,d,b,d,Gestión y Dirección,4
b,a,b,b,d,c,d,d,d,d,e,e,e,d,a,d,d,d,d,e,Ingeniería de Software,5
d,d,a,d,d,d,b,d,d,d,d,a,a,d,e,d,a,b,c,b,Ingeniería de Software,5
b,c,b,e,e,b,b,b,d,d,d,d,d,b,c,c,b,d,e,e,Ingeniería Mecatrónica,5
b,d,d,b,a,e,e,b,b,a,d,d,d,b,e,d,e,e,e,d,Contaduría,5
d,d,a,d,d,d,c,e,d,d,d,d,d,a,d,d,d,d,d,d,Ingeniería Mecatrónica,5
c,d,d,a,a,a,d,a,b,a,a,d,d,b,d,a,b,d,a,a,Ingeniería Industrial,5
c,b,d,c,b,c,b,d,d,b,b,d,d,e,b,c,c,d,b,c,Gestión y Dirección,4
b,b,a,b,b,c,b,c,e,b,b,b,b,b,b,b,e,b,b,c,Ingeniería Mecánica Eléctrica,5
a,d,a,d,d,d,b,c,d,c,b,e,d,c,b,d,d,a,b,d,Ingeniería Mecatrónica,5
a,d,c,d,a,d,d,a,d,d,d,b,a,d,a,a,a,d,c,d,Ingeniería Mecánica Eléctrica,5
a,d,c,a,a,e,e,e,b,d,a,b,a,b,b,d,d,d,a,a,Ingeniería Mecánica Eléctrica,5
b,c,e,d,e,e,b,b,d,b,d,e,c,a,b,e,c,d,b,e,Ingeniería Civil,5
d,b,c,a,d,e,e,a,b,d,d,d,d,b,c,b,c,e,a,d,Ingeniería Industrial,5
b,e,e,e,d,b,a,d,c,b,c,c,b,e,b,b,c,c,c,e,Ingeniería Industrial,5
e,e,d,d,b,b,e,b,e,b,c,d,b,e,a,e,e,c,e,e,Ingeniería Industrial,5
d,b,b,d,d,a,a,a,b,e,e,d,d,d,d,d,d,d,e,d,Ingeniería Mecatrónica,4
e,e,e,c,b,c,a,c,e,b,b,c,c,b,c,b,c,c,b,c,Gestión y Dirección,5
d,d,b,e,b,b,b,c,c,e,d,d,b,d,e,b,c,d,b,e,Ingeniería Civil,5
d,c,e,e,e,a,d,d,d,c,d,b,d,e,b,b,d,d,e,a,Administración,5
b,e,e,c,e,c,b,c,b,c,b,d,b,b,b,b,c,d,d,c,Contaduría,5
e,d,d,d,d,d,e,d,d,d,d,d,d,d,c,d,d,e,a,d,Contaduría,4
b,c,d,d,d,d,d,b,d,b,d,d,e,d,a,d,d,a,b,b,Contaduría,5
b,b,a,b,b,d,b,c,e,d,b,b,b,b,a,b,c,b,b,b,Contaduría,4
c,b,e,e,c,b,d,b,b,d,c,c,c,b,c,c,c,e,a,c,Ingeniería Industrial,5
b,c,b,a,b,b,e,b,d,b,d,b,b,b,a,e,b,b,d,b,Ingeniería de Software,5
d,a,a,d,d,d,e,d,d,d,a,d,d,d,b,c,a,a,a,b,Ingeniería de Software,4
c,b,b,b,b,c,a,e,d,b,b,d,c,e,a,b,d,b,b,e,Ingeniería Civil,5
e,c,e,d,c,d,d,e,b,d,d,e,d,b,d,c,b,a,d,a,Ingeniería Industrial,4
e,e,e,e,e,b,b,e,e,c,c,d,e,e,c,b,e,c,a,d,Gestión y Dirección,5
b,b,d,a,d,e,a,d,d,a,d,b,d,d,d,e,d,d,a,d,Gestión y Dirección,5
c,c,c,d,d,b,b,d,d,b,b,a,e,c,b,e,d,d,b,b,Ingeniería Mecánica Eléctrica,5
c,b,e,d,e,e,a,c,c,d,c,e,d,c,a,e,b,c,d,b,Administración,5
a,d,c,d,e,d,d,d,b,c,d,a,d,c,d,d,d,a,c,d,Administración,5
e,e,b,c,b,c,e,c,e,b,b,c,b,e,c,b,e,d,b,c,Gestión y Dirección,5
a,a,a,d,a,d,a,b,d,d,d,d,d,b,a,a,a,e,d,b,Ingeniería de Software,5
b,b,c,c,b,b,b,b,e,e,b,d,e,e,c,b,c,a,b,e,Ingeniería Civil,5
e,e,e,c,d,d,d,d,e,a,d,d,e,e,a,d,d,e,a,a,Ingeniería Industrial,4
a,a,d,a,d,d,d,d,d,d,d,b,d,a,d,a,a,d,d,a,Gestión y Dirección,4
d,d,a,b,b,d,e,d,a,b,c,a,b,d,d,b,b,b,b,d,Ingeniería Mecánica Eléctrica,5
d,d,d,e,a,e,d,e,d,d,e,b,d,c,a,e,d,a,d,d,Administración,5
d,c,b,e,d,e,d,d,d,d,e,d,d,b,d,e,a,d,b,e,Ingeniería Industrial,4
b,d,e,b,c,d,d,e,d,d,e,e,c,b,b,d,b,c,d,d,Ingeniería Industrial,4
c,d,e,c,a,c,d,c,b,d,d,c,e,b,e,c,b,c,d,c,Gestión y Dirección,4
d,d,b,b,d,d,a,d,d,e,d,b,c,d,c,e,d,d,a,d,Ingeniería de Software,5
d,b,d,c,d,d,a,b,e,d,a,c,d,c,a,d,c,e,a,d,Ingeniería Industrial,4
d,b,d,d,d,e,c,c,b,e,e,d,b,d,a,e,c,a,c,b,Administración,4
a,a,a,a,d,d,d,d,a,d,a,b,a,d,d,a,a,a,d,a,Ingeniería de Software,5
d,b,d,d,d,d,d,d,b,d,d,d,d,b,b,d,c,e,e,a,Gestión y Dirección,5
b,c,d,e,e,d,d,b,d,a,d,d,d,b,b,e,c,e,d,d,Ingeniería Industrial,4
e,e,d,b,d,b,a,b,e,d,e,c,b,d,c,d,e,c,e,b,Contaduría,5
b,a,d,d,a,a,d,d,c,d,d,e,a,b,d,d,e,e,a,b,Ingeniería Industrial,4
b,d,a,d,e,b,a,d,d,a,c,a,d,d,b,c,d,b,c,a,Ingeniería de Software,5
b,e,e,b,d,b,e,c,c,c,e,e,b,b,d,b,c,d,d,e,Ingeniería Industrial,5
d,d,c,d,d,b,b,b,d,c,e,c,e,e,d,d,b,b,c,b,Contaduría,4
a,a,d,a,d,d,d,a,a,d,d,b,d,d,a,d,b,a,d,e,Ingeniería Civil,4
a,a,a,a,d,a,e,d,a,a,a,a,a,a,d,a,a,d,c,a,Ingeniería de Software,4
c,d,c,e,e,b,d,b,a,d,b,b,d,d,d,b,d,b,b,d,Ingeniería Mecatrónica,4
b,a,e,d,a,d,d,d,d,d,a,c,a,c,a,a,d,d,a,d,Gestión y Dirección,5
d,d,a,e,b,b,b,e,e,d,e,e,c,d,b,e,d,b,b,d,Ingeniería de Software,4
d,d,d,b,d,d,d,d,d,d,a,e,d,d,e,e,d,d,a,d,Contaduría,5
b,c,b,e,e,e,e,d,d,c,c,b,d,c,c,b,d,d,d,d,Ingeniería de Software,4
a,d,b,d,a,b,a,a,a,d,d,b,a,d,d,a,a,e,a,d,Ingeniería Industrial,5
b,c,b,d,d,e,d,d,b,b,d,d,d,d,d,d,d,d,a,d,Ingeniería Mecatrónica,5
d,d,d,a,a,d,d,d,c,a,a,d,a,a,d,a,d,d,d,d,Ingeniería Mecatrónica,4
a,d,d,d,a,a,d,d,d,d,d,e,a,a,d,d,a,d,d,d,Administración,5
c,b,d,d,e,d,d,d,b,e,e,d,c,b,d,e,c,d,b,b,Gestión y Dirección,4
c,b,a,e,b,b,b,c,c,b,e,d,c,e,c,b,e,b,b,c,Ingeniería Mecatrónica,5
d,d,b,d,a,e,d,b,d,c,d,b,d,d,b,d,e,d,d,d,Ingeniería Mecánica Eléctrica,5
b,a,d,a,d,a,d,d,b,a,e,d,d,d,d,d,d,d,e,a,Ingeniería Industrial,4
b,d,c,d,a,e,d,e,d,d,c,b,d,d,d,d,d,a,d,d,Contaduría,5
a,e,d,b,d,d,c,d,d,b,e,b,b,b,e,b,d,b,b,d,Administración,5
a,a,d,d,a,a,d,a,a,a,a,d,a,a,d,a,b,d,a,a,Ingeniería Mecatrónica,5
d,d,d,a,d,e,d,e,d,d,d,e,d,a,b,d,a,c,b,d,Administración,5
e,e,d,c,e,b,c,b,e,e,d,c,d,b,b,c,c,e,d,c,Ingeniería Industrial,4
b,d,e,d,d,d,d,d,d,d,d,d,d,c,d,b,d,d,a,e,Contaduría,5
b,d,c,d,d,e,e,d,d,b,d,a,d,d,a,e,d,d,a,d,Administración,5
e,b,d,c,c,b,c,b,b,c,d,d,c,d,c,e,c,d,b,c,Administración,5
e,e,e,b,d,d,d,e,b,a,a,c,a,b,b,e,e,d,e,d,Ingeniería Industrial,5
d,b,b,b,d,d,d,d,b,a,d,d,a,c,d,d,c,e,e,d,Contaduría,5
d,c,c,d,e,d,c,a,d,e,a,a,d,c,b,c,b,d,d,d,Ingeniería Civil,5
c,b,e,e,a,e,a,b,a,c,c,d,b,b,a,c,b,d,b,b,Gestión y Dirección,4
e,b,d,e,d,b,d,b,c,c,c,d,c,e,e,d,c,d,e,d,Contaduría,5
c,d,d,d,d,d,a,a,c,d,a,e,d,b,d,d,e,e,a,d,Ingeniería Mecánica Eléctrica,5
a,b,d,d,d,d,a,e,d,d,d,d,c,c,d,d,c,d,b,d,Ingeniería Industrial,4
d,b,b,e,d,d,a,b,b,c,d,d,e,b,e,b,c,c,c,b,Administración,5
d,d,d,d,d,d,e,d,d,b,b,d,e,d,d,e,d,d,d,d,Contaduría,5
d,d,b,c,b,c,b,c,c,b,b,d,b,c,c,b,d,d,b,e,Ingeniería Civil,5
b,d,d,d,d,b,a,b,b,d,e,e,a,d,d,c,d,d,d,b,Ingeniería Civil,5
e,e,d,e,e,b,c,e,e,c,b,d,b,e,c,b,c,b,d,c,Ingeniería Mecánica Eléctrica,5
a,d,b,a,a,a,e,d,d,d,d,b,a,c,d,e,d,d,d,a,Ingeniería Mecánica Eléctrica,5
d,b,e,d,c,d,a,b,c,d,b,b,c,d,d,b,c,d,d,b,Gestión y Dirección,5
a,d,e,d,d,d,d,d,b,a,a,c,a,d,d,a,a,c,d,d,Gestión y Dirección,5
e,c,c,d,c,d,e,d,b,d,e,d,e,c,b,c,d,d,e,d,Administración,5
d,e,d,b,b,b,e,e,d,e,d,b,b,d,b,b,a,a,b,a,Ingeniería Mecatrónica,5
b,e,d,b,c,d,a,b,d,b,b,d,b,e,d,b,e,d,b,b,Contaduría,5
a,d,d,d,b,e,d,b,d,d,d,b,b,d,d,d,b,b,b,a,Ingeniería Civil,5
d,d,d,d,d,a,b,d,d,d,e,e,a,b,b,d,b,e,e,b,Ingeniería Industrial,5
d,d,d,d,d,d,d,a,b,d,d,d,d,d,d,a,b,d,d,d,Contaduría,4
b,e,d,d,c,b,b,b,c,e,c,e,c,b,e,c,c,d,d,e,Administración,5
d,d,d,d,d,a,d,d,d,a,a,d,a,b,d,a,c,e,c,a,Ingeniería Industrial,5
d,d,e,a,a,a,d,a,d,d,a,d,a,d,d,a,a,d,a,a,Gestión y Dirección,5
b,e,d,b,b,d,e,b,e,d,d,e,b,b,a,e,c,c,a,d,Ingeniería Industrial,4
c,e,e,d,e,b,e,b,e,e,b,e,a,e,d,b,d,d,d,e,Ingeniería Industrial,4
b,d,b,d,c,d,a,b,b,d,d,c,d,b,b,d,d,a,e,d,Contaduría,5
d,d,c,d,c,d,b,d,d,d,d,d,d,c,d,c,b,d,a,d,Gestión y Dirección,5
b,d,d,d,d,b,a,e,b,d,d,d,e,b,b,c,b,a,d,b,Contaduría,5
e,d,d,c,d,d,b,d,b,e,e,b,e,c,b,c,d,d,e,d,Ingeniería Mecatrónica,5
d,b,d,b,d,d,d,a,b,a,a,d,d,d,a,d,d,c,a,d,Administración,4
b,d,d,a,d,a,d,a,a,d,d,e,d,d,d,a,d,e,e,d,Gestión y Dirección,5
e,b,d,c,d,c,e,c,b,c,e,c,c,b,b,c,a,d,b,b,Ingeniería Industrial,5
e,e,e,e,b,c,b,c,e,c,b,d,b,c,c,b,e,a,b,c,Administración,5
d,b,d,d,d,d,b,a,a,d,d,d,d,b,a,d,d,b,d,d,Ingeniería Civil,5
e,e,d,b,b,b,b,e,e,b,b,a,b,d,b,e,d,b,b,e,Administración,4
d,d,d,a,d,a,d,d,d,d,d,d,d,d,d,a,d,c,c,a,Gestión y Dirección,5
b,d,d,b,c,e,e,b,c,e,d,c,b,c,c,c,e,d,e,b,Ingeniería Civil,4
a,a,b,a,a,a,d,a,a,a,a,d,a,a,d,a,a,d,e,a,Ingeniería de Software,5
e,e,a,c,b,c,b,c,e,b,b,d,b,e,e,b,e,d,b,e,Ingeniería Mecatrónica,4
d,a,c,d,a,d,d,b,a,d,d,b,d,a,d,c,b,b,b,a,Ingeniería Mecatrónica,4
b,d,c,e,d,c,a,c,c,d,b,c,c,b,e,b,c,a,c,e,Contaduría,4
c,b,c,d,d,d,d,e,e,d,e,c,d,e,c,d,c,e,d,e,Ingeniería Industrial,5
d,d,b,d,d,d,b,d,d,d,d,d,a,b,b,a,d,b,e,b,Ingeniería Mecánica Eléctrica,5
a,b,a,a,d,b,d,e,d,b,d,b,d,c,a,d,d,a,d,d,Ingeniería Mecatrónica,5
a,a,d,a,a,a,d,e,a,a,d,d,a,a,d,d,a,d,c,a,Ingeniería Civil,5
e,b,b,e,b,c,b,e,b,b,b,e,c,c,e,b,e,b,c,b,Ingeniería Mecatrónica,5
c,e,c,e,b,b,b,c,e,e,b,d,b,c,e,e,e,d,d,d,Administración,5
d,d,b,d,e,d,e,e,d,e,b,b,b,d,a,b,d,d,d,d,Ingeniería Mecatrónica,5
d,b,d,d,d,d,a,d,b,a,d,d,d,b,b,e,d,d,d,d,Ingeniería Civil,5
e,c,e,c,e,e,e,b,c,c,c,c,e,c,b,b,e,e,d,e,Ingeniería Industrial,5
d,d,b,d,d,d,a,d,b,b,a,d,e,b,d,e,d,d,d,d,Gestión y Dirección,5
b,d,c,d,d,c,b,e,d,d,d,b,d,b,c,b,d,a,a,c,Administración,4
a,d,b,d,d,b,a,a,d,d,c,e,d,d,d,d,e,d,c,a,Contaduría,5
b,d,b,d,e,d,d,e,c,a,d,d,d,d,b,d,e,d,d,b,Administración,5
b,d,a,b,c,b,e,e,d,a,d,b,d,d,d,d,a,a,c,d,Ingeniería de Software,4
b,b,d,c,d,b,b,e,d,c,d,b,e,b,b,d,d,e,d,b,Ingeniería de Software,4
d,b,c,c,b,c,b,b,d,b,c,d,b,d,d,b,d,a,b,c,Ingeniería Mecánica Eléctrica,5
d,d,e,d,a,d,d,d,d,d,d,d,d,d,d,d,b,b,b,d,Administración,5
d,d,a,a,b,d,a,e,d,d,b,a,a,d,b,c,c,d,c,a,Ingeniería Civil,5
d,a,b,b,c,b,b,e,d,e,a,a,d,d,e,e,d,b,d,a,Ingeniería de Software,4
c,d,d,b,c,d,e,d,d,b,c,d,c,b,b,d,d,b,d,d,Administración,5
d,b,d,e,d,e,d,d,c,e,b,d,b,b,d,d,b,b,b,b,Ingeniería Industrial,5
c,c,d,e,d,b,e,e,c,d,d,e,d,d,b,d,b,e,d,c,Gestión y Dirección,5
b,d,b,d,a,d,d,d,c,d,a,c,b,c,d,d,b,e,d,b,Contaduría,5
d,d,b,d,c,d,c,d,a,c,b,b,e,b,d,c,a,b,b,d,Ingeniería Mecatrónica,4
d,d,d,d,d,d,a,e,b,a,d,d,d,d,c,a,d,d,a,c,Contaduría,5
b,d,d,d,d,a,d,a,a,a,d,b,a,a,d,a,a,c,a,a,Ingeniería Industrial,5
e,d,c,d,b,d,b,e,b,c,b,a,b,b,b,e,e,b,b,b,Ingeniería Civil,5
d,d,b,a,d,d,c,c,c,d,c,b,d,d,e,d,d,d,e,d,Ingeniería de Software,4
a,a,a,d,d,d,c,d,a,e,d,a,d,d,c,d,a,b,d,d,Ingeniería de Software,5
d,d,d,b,d,a,d,d,d,a,e,d,e,c,d,d,d,e,a,d,Gestión y Dirección,5
d,a,d,d,d,a,d,d,a,a,d,b,d,a,d,a,a,a,d,a,Ingeniería Civil,4
d,d,b,b,a,a,d,d,d,d,a,d,a,d,d,d,d,a,e,a,Gestión y Dirección,5
d,d,a,b,d,b,a,d,b,c,c,d,e,e,c,e,d,a,a,d,Ingeniería Mecánica Eléctrica,5
c,b,e,b,b,c,c,e,c,b,b,d,d,b,c,b,b,a,b,d,Gestión y Dirección,5
b,d,d,d,e,d,d,d,d,a,d,d,a,d,b,d,d,d,e,b,Administración,5
d,d,c,e,e,e,a,b,d,c,d,d,d,b,b,d,b,b,e,d,Contaduría,4
e,b,d,e,b,c,d,b,b,d,d,e,b,d,b,e,c,d,b,c,Contaduría,4
d,d,c,c,e,d,d,c,d,d,c,e,e,e,b,d,c,c,b,d,Administración,5
d,b,e,c,e,b,e,e,b,c,c,c,c,e,a,e,c,d,d,b,Ingeniería Industrial,5
c,d,d,b,d,d,d,a,b,e,d,d,d,b,c,b,d,c,a,d,Contaduría,5
d,c,c,d,b,d,a,d,a,e,d,a,c,d,a,b,d,b,d,a,Ingeniería Mecánica Eléctrica,4
a,d,c,d,d,a,d,a,d,d,a,b,d,a,d,d,a,d,e,a,Administración,4
c,e,b,e,b,e,a,b,b,b,b,c,b,d,a,e,b,d,d,b,Gestión y Dirección,5
b,b,d,a,a,d,d,a,b,d,d,b,a,c,d,d,c,d,a,d,Ingeniería Industrial,4
c,c,d,e,e,c,a,d,b,e,a,d,e,c,c,d,b,d,d,e,Ingeniería Mecánica Eléctrica,5
c,b,d,e,e,c,c,e,b,e,d,d,e,b,c,e,b,d,d,e,Administración,5
b,c,c,d,a,d,a,a,e,a,d,c,d,d,d,d,d,c,a,d,Ingeniería Industrial,5
d,a,a,a,e,b,c,d,a,b,d,b,b,a,a,d,d,b,b,a,Ingeniería de Software,4
d,d,c,d,a,d,d,e,d,d,a,b,d,a,d,c,b,d,e,d,Administración,5
c,b,b,e,b,e,b,c,e,c,d,b,c,b,c,b,b,b,b,b,Ingeniería Civil,5
d,d,d,b,d,d,d,b,d,a,d,d,e,d,a,a,a,b,c,d,Ingeniería Mecánica Eléctrica,5
b,d,d,a,d,d,a,a,c,a,d,b,d,b,d,d,a,d,a,d,Contaduría,4
d,d,a,d,d,d,b,d,d,d,e,b,e,d,b,b,d,b,d,a,Ingeniería de Software,5
b,e,e,e,b,b,e,b,e,b,b,c,b,c,c,b,e,a,b,e,Ingeniería Industrial,5
d,a,d,d,d,a,d,d,d,d,e,d,c,d,d,a,d,d,d,d,Administración,5
d,b,b,c,b,c,b,e,b,b,d,d,c,b,c,c,c,d,d,d,Ingeniería Civil,4
d,c,d,c,d,e,d,b,c,d,e,e,c,b,b,c,b,a,b,e,Gestión y Dirección,4
b,d,c,d,c,d,a,a,b,d,a,d,c,d,a,a,b,d,c,d,Contaduría,5
b,e,c,e,e,e,c,c,d,d,b,b,e,b,b,d,d,a,b,d,Ingeniería Mecatrónica,4
d,d,b,d,b,d,b,b,c,d,d,b,d,e,d,c,b,a,a,d,Contaduría,4
d,b,b,b,d,e,d,e,d,a,d,e,d,a,b,a,e,d,b,d,Contaduría,5
d,a,e,d,a,d,d,d,b,a,d,d,a,c,a,a,c,e,a,d,Ingeniería Industrial,5
b,d,a,a,a,a,d,d,d,d,d,d,a,b,d,c,a,d,e,a,Gestión y Dirección,4
a,c,c,a,d,b,d,a,c,d,c,b,a,a,d,a,a,d,a,d,Ingeniería Mecatrónica,5
b,b,d,d,e,a,d,d,b,d,d,b,b,b,d,d,b,a,d,d,Gestión y Dirección,5
b,c,c,b,e,d,e,d,a,a,b,b,b,e,d,c,d,c,d,e,Contaduría,5
d,b,a,d,a,d,e,a,b,d,e,a,e,a,d,d,a,b,d,d,Ingeniería Mecatrónica,4
c,b,d,c,b,c,e,b,d,b,b,e,b,b,c,b,b,a,b,c,Ingeniería de Software,5
e,d,d,b,d,b,d,d,b,e,b,d,c,e,b,e,b,b,b,b,Gestión y Dirección,5
e,d,d,d,d,c,d,d,b,c,d,e,e,d,d,e,b,d,b,c,Ingeniería Civil,5
b,b,a,b,b,e,b,e,b,d,b,a,b,b,b,e,d,b,d,d,Ingeniería de Software,4
e,e,c,b,b,b,b,b,e,b,b,c,b,e,c,b,e,d,d,b,Contaduría,5
c,b,b,e,e,b,b,b,d,c,c,b,c,e,c,e,b,c,c,e,Ingeniería Civil,5
d,c,a,b,e,d,b,e,d,d,c,a,e,b,d,e,d,c,e,d,Ingeniería Mecatrónica,4
b,d,c,e,d,b,e,b,c,d,c,d,d,d,b,a,b,d,d,d,Ingeniería Civil,5
a,d,d,b,d,e,d,d,a,a,e,b,c,a,d,d,a,d,b,a,Contaduría,4
d,a,b,d,a,a,a,d,d,d,a,a,d,d,a,c,a,d,c,a,Ingeniería de Software,5
c,b,d,c,b,c,a,c,c,b,e,c,b,e,c,b,c,e,d,c,Contaduría,5
b,d,d,a,a,a,d,a,d,a,a,b,a,c,d,d,a,c,a,d,Contaduría,4
b,d,d,a,a,a,d,a,a,a,a,b,a,a,d,c,d,d,e,d,Administración,5
d,e,e,d,d,d,d,e,c,d,a,c,d,b,a,d,c,d,d,e,Ingeniería Industrial,4
b,b,d,d,b,c,d,d,c,e,b,e,d,d,e,b,b,b,b,b,Administración,4
a,d,c,d,a,e,a,d,d,a,d,e,e,d,b,d,d,d,e,d,Administración,4
d,c,d,d,d,a,d,d,d,d,a,d,d,c,d,a,d,e,e,d,Ingeniería Industrial,5
a,d,d,d,d,a,d,d,d,a,a,b,a,a,b,a,b,e,e,d,Administración,5
d,c,c,e,d,b,e,b,c,c,b,b,d,b,a,d,d,c,e,b,Administración,4
e,e,e,c,b,c,b,b,c,b,b,d,b,e,c,b,e,e,d,e,Contaduría,5
b,e,d,d,e,d,e,b,b,d,c,d,e,d,a,e,b,a,d,b,Gestión y Dirección,5
e,e,e,e,b,c,c,d,b,b,b,e,b,c,d,c,c,d,b,b,Ingeniería Industrial,5
a,d,b,d,d,d,d,d,d,a,c,d,d,a,d,d,d,d,d,d,Ingeniería Mecatrónica,5
e,b,e,c,b,b,b,b,c,c,b,e,e,b,c,e,e,d,d,b,Contaduría,5
d,d,a,b,b,b,b,d,b,b,c,b,d,c,a,d,d,b,c,a,Ingeniería de Software,5
d,b,d,d,b,b,b,d,a,b,d,a,b,b,b,c,d,b,b,d,Ingeniería Mecánica Eléctrica,4
c,e,d,c,b,c,b,c,b,b,b,d,b,d,a,c,b,e,b,c,Ingeniería Industrial,4
d,d,b,b,d,d,b,b,e,c,d,b,e,d,e,c,c,d,c,d,Administración,5
b,e,c,b,b,d,c,b,b,b,b,d,b,d,d,b,c,d,d,d,Ingeniería Civil,5
c,b,d,c,b,c,a,b,e,b,b,d,b,e,b,b,c,d,b,e,Ingeniería Industrial,5
e,c,e,d,d,e,d,e,e,d,d,c,d,e,d,d,c,e,d,c,Ingeniería Industrial,4
d,d,b,d,a,b,d,d,d,a,d,b,c,d,e,d,d,e,a,d,Ingeniería Mecatrónica,4
d,d,d,e,b,d,c,d,b,d,d,b,a,c,c,d,d,d,e,d,Ingeniería Civil,5
c,b,b,c,b,c,b,c,e,c,b,d,c,b,e,e,d,e,d,e,Ingeniería Mecánica Eléctrica,4
d,a,a,d,a,a,d,d,a,a,d,b,a,d,d,a,a,a,d,a,Ingeniería Mecánica Eléctrica,5
d,d,d,a,d,a,a,d,d,a,d,d,d,d,d,d,d,d,e,d,Contaduría,5
e,e,e,c,d,b,d,b,e,e,d,c,c,e,b,b,c,c,d,c,Ingeniería Industrial,5
d,d,c,d,e,d,d,e,a,a,e,b,d,d,d,d,c,b,d,a,Ingeniería Civil,4
d,d,d,d,d,b,d,d,b,d,d,d,d,d,d,d,b,c,d,d,Contaduría,5
c,d,d,d,d,d,e,d,c,a,d,e,d,d,d,d,b,e,d,d,Ingeniería Industrial,5
d,d,b,b,e,d,d,b,d,a,d,d,e,d,b,d,d,d,e,d,Ingeniería de Software,5
e,b,c,e,b,c,c,d,b,b,d,d,e,e,b,b,c,e,d,d,Administración,4
d,b,c,b,b,d,e,b,e,e,c,d,b,e,a,e,e,d,c,b,Gestión y Dirección,5
d,d,b,a,c,b,b,b,b,d,b,d,b,d,d,e,d,b,b,d,Ingeniería Mecatrónica,5
a,d,c,d,d,a,a,d,d,d,c,a,d,d,d,d,d,a,a,a,Ingeniería Mecatrónica,4
d,d,c,b,a,e,d,b,d,d,d,d,d,d,b,a,a,d,d,b,Ingeniería Civil,5
b,e,a,c,b,c,b,b,e,b,b,b,b,e,c,b,b,b,b,b,Ingeniería Mecatrónica,5
a,d,b,d,e,b,e,d,d,e,e,a,e,d,a,e,d,b,e,d,Ingeniería Mecánica Eléctrica,5
a,a,d,d,d,a,a,d,a,a,d,d,a,a,d,a,d,d,e,a,Ingeniería Mecánica Eléctrica,5
d,a,d,b,d,d,d,d,a,a,d,e,d,d,a,d,a,d,c,a,Ingeniería Civil,5
b,d,a,c,b,c,b,c,b,d,b,d,e,c,c,b,c,a,e,d,Ingeniería Mecatrónica,5
d,b,d,d,d,e,a,e,d,c,c,a,c,b,d,e,d,d,d,b,Ingeniería Mecatrónica,5
b,c,d,d,d,d,d,d,b,a,d,c,d,d,d,d,c,c,a,d,Ingeniería Industrial,4
b,c,c,b,c,b,e,b,e,b,b,d,b,d,e,b,d,b,c,b,Ingeniería Mecatrónica,4
