P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,Carrera_Target,Satisfaccion
b,b,b,c,b,b,b,b,b,c,b,b,b,c,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,d,b,Ingeniería Mecánica Eléctrica,4
b,b,c,b,e,b,b,b,b,b,b,b,b,b,b,a,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,b,b,b,b,b,b,b,c,b,b,b,b,b,b,b,b,b,c,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,a,b,b,b,b,b,b,b,b,b,c,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,b,b,b,b,e,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,c,b,b,b,b,a,b,b,b,b,b,b,b,b,b,c,b,b,b,Ingeniería Mecánica Eléctrica,5
c,b,b,b,c,b,b,b,b,b,c,b,b,b,b,c,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,c,b,b,b,b,b,c,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
c,b,b,b,b,b,b,b,b,b,b,b,b,c,b,b,b,b,b,c,Ingeniería Mecánica Eléctrica,4
b,b,b,b,c,c,b,b,b,b,b,b,b,b,b,b,e,b,a,c,Ingeniería Mecánica Eléctrica,5
c,b,b,d,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,b,b,b,c,b,b,b,b,b,b,b,b,b,b,b,b,e,b,b,Ingeniería Mecánica Eléctrica,5
b,b,c,b,b,c,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,c,b,b,b,b,e,b,b,b,b,b,b,b,b,b,c,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,b,c,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,b,b,d,b,b,b,d,b,b,b,b,b,b,b,b,b,b,b,e,Ingeniería Mecánica Eléctrica,5
c,b,b,b,b,b,b,d,b,b,b,b,b,b,b,b,b,c,b,b,Ingeniería Mecánica Eléctrica,4
b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,c,b,b,b,b,c,b,b,b,b,d,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,b,b,b,e,b,b,b,b,c,b,c,c,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,b,b,c,b,b,e,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,b,b,b,c,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,c,b,b,b,e,b,b,b,b,b,b,b,b,b,b,b,c,Ingeniería Mecánica Eléctrica,4
b,b,b,b,c,b,b,b,b,b,b,b,b,b,d,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,c,b,b,b,b,b,b,c,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,b,b,b,b,c,b,b,b,b,b,c,Ingeniería Mecánica Eléctrica,5
c,b,b,a,b,b,b,b,b,b,b,b,b,b,c,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,c,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,d,b,b,b,b,c,b,b,c,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,c,b,b,b,c,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,b,e,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,d,b,c,b,b,a,b,b,b,c,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,b,b,b,b,b,a,b,b,b,b,e,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,b,b,b,e,b,b,c,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,b,c,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,e,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,c,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,b,b,b,e,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,d,b,b,d,b,c,b,b,d,c,b,d,c,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,4
c,b,b,b,c,b,b,b,b,b,b,b,b,b,b,b,b,b,b,d,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,b,c,b,b,b,b,b,b,b,a,b,Ingeniería Mecánica Eléctrica,4
b,b,b,b,c,b,b,b,b,c,b,b,b,b,a,b,c,c,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,e,b,b,b,b,b,b,b,b,b,b,b,b,b,c,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,b,b,b,e,b,b,b,a,b,a,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,b,b,c,b,c,b,b,b,b,c,c,Ingeniería Mecánica Eléctrica,4
b,b,b,e,b,b,b,b,b,b,b,c,b,c,b,b,c,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,e,b,b,b,b,b,b,b,b,c,b,c,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,c,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,c,b,b,e,b,b,c,b,b,b,b,b,d,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,d,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,b,e,b,b,b,b,b,b,b,b,b,b,b,b,c,b,b,b,b,Ingeniería Mecánica Eléctrica,4
d,b,b,b,b,b,b,b,b,c,b,b,c,c,b,b,b,c,b,b,Ingeniería Mecánica Eléctrica,4
b,b,b,b,b,b,b,b,e,b,b,b,b,b,b,b,b,e,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,c,b,c,b,Ingeniería Mecánica Eléctrica,4
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,c,b,b,b,d,b,b,b,b,b,b,c,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,b,c,b,b,b,a,b,b,c,b,b,c,c,b,b,b,b,c,b,Ingeniería Mecánica Eléctrica,4
b,b,e,b,b,b,b,b,e,c,b,b,c,c,b,b,b,b,b,e,Ingeniería Mecánica Eléctrica,5
b,c,b,b,b,b,b,b,c,b,b,b,b,b,b,b,c,b,b,d,Ingeniería Mecánica Eléctrica,4
b,b,c,e,b,b,b,b,b,b,c,b,b,c,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,b,b,b,b,b,c,c,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,c,b,b,b,b,b,b,b,b,b,b,b,c,b,c,b,b,Ingeniería Mecánica Eléctrica,5
b,c,b,b,b,b,b,b,b,b,b,b,b,b,c,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,b,b,b,b,c,b,b,b,b,c,b,Ingeniería Mecánica Eléctrica,5
b,c,b,c,b,b,b,b,b,c,c,c,b,b,b,b,b,b,c,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,c,b,b,e,b,b,b,b,b,b,c,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,b,b,c,b,c,b,b,c,b,b,b,b,b,b,b,a,b,c,c,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,b,b,c,c,c,c,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,c,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,a,b,b,b,b,b,b,b,a,b,b,b,b,b,c,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,b,b,c,c,b,c,b,b,c,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,c,b,b,c,b,b,b,b,b,b,b,b,c,c,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,c,Ingeniería Mecánica Eléctrica,4
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,c,b,b,Ingeniería Mecánica Eléctrica,4
b,b,b,c,b,b,e,b,c,b,b,b,b,b,b,b,b,b,b,e,Ingeniería Mecánica Eléctrica,5
b,b,b,c,b,b,b,b,b,d,b,b,b,b,b,b,b,d,b,b,Ingeniería Mecánica Eléctrica,4
b,b,b,b,b,b,b,b,b,d,b,b,b,c,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,c,b,c,b,e,b,b,b,b,b,b,b,b,c,b,b,b,b,Ingeniería Mecánica Eléctrica,5
c,b,b,a,b,b,b,b,b,b,b,b,c,b,b,c,b,b,d,b,Ingeniería Mecánica Eléctrica,4
b,b,b,c,d,b,b,b,b,b,b,b,b,b,b,b,b,b,b,c,Ingeniería Mecánica Eléctrica,5
b,c,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,e,b,Ingeniería Mecánica Eléctrica,4
b,b,c,b,b,b,b,b,e,b,c,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,c,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,b,b,d,b,b,b,b,b,c,b,b,c,b,b,c,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,b,b,b,b,b,b,b,b,b,b,c,e,b,c,b,b,b,e,b,Ingeniería Mecánica Eléctrica,4
c,b,b,c,b,b,b,b,b,c,b,b,c,b,b,e,c,c,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,b,b,c,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
a,b,b,b,b,b,b,b,b,b,b,b,c,b,b,b,b,a,c,b,Ingeniería Mecánica Eléctrica,5
b,b,c,b,b,b,b,b,e,b,b,c,c,b,b,b,c,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,a,c,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,4
c,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,c,b,b,b,b,b,b,b,b,b,b,c,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,c,b,b,b,b,b,c,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,c,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,b,b,b,b,b,b,b,b,d,b,b,b,b,b,b,c,a,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,c,c,b,b,b,b,b,b,c,b,b,b,b,c,Ingeniería Mecánica Eléctrica,4
b,b,b,b,b,b,b,b,b,b,b,b,b,b,c,b,a,b,b,b,Ingeniería Mecánica Eléctrica,5
c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,e,Ingeniería Civil,4
c,c,e,c,c,c,e,c,c,c,b,c,c,c,c,b,c,c,b,c,Ingeniería Civil,5
c,c,c,c,c,c,c,c,c,c,c,c,d,c,c,c,c,c,d,c,Ingeniería Civil,5
c,e,e,e,c,c,c,c,c,c,c,c,c,c,c,c,c,e,c,c,Ingeniería Civil,5
c,c,c,c,e,c,c,c,c,c,c,c,c,c,c,c,b,c,c,c,Ingeniería Civil,5
c,c,e,c,c,c,a,c,c,c,c,c,c,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,c,c,c,e,c,c,c,c,c,c,c,c,c,c,c,c,c,d,Ingeniería Civil,5
c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,Ingeniería Civil,4
c,e,c,e,c,c,c,c,c,c,c,c,c,c,c,a,c,c,c,c,Ingeniería Civil,5
c,a,e,b,e,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,c,c,e,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,c,c,c,c,c,c,c,e,e,c,e,c,c,c,c,c,c,e,Ingeniería Civil,5
c,c,c,c,c,c,c,c,c,c,c,c,e,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,c,c,c,c,c,c,c,c,c,c,c,e,c,c,c,e,c,c,Ingeniería Civil,5
e,c,c,c,c,c,c,c,c,d,e,c,c,c,c,c,c,c,c,e,Ingeniería Civil,4
c,c,c,c,c,c,c,c,c,e,c,e,c,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,c,c,e,c,c,c,c,c,c,c,c,c,d,c,e,a,c,c,Ingeniería Civil,5
c,c,c,c,c,c,c,e,c,c,c,c,c,c,c,e,c,c,c,c,Ingeniería Civil,4
c,c,b,c,c,c,c,c,c,c,c,c,c,c,e,c,c,e,c,c,Ingeniería Civil,5
c,a,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,c,c,c,c,c,c,c,c,c,c,c,a,c,c,b,c,c,c,Ingeniería Civil,5
c,c,c,c,c,c,c,e,c,a,c,c,c,c,c,c,c,c,c,e,Ingeniería Civil,5
c,c,b,c,e,c,c,c,c,e,c,c,c,e,c,e,c,c,c,c,Ingeniería Civil,5
a,e,c,c,a,c,c,c,c,c,c,c,e,c,c,c,c,c,c,c,Ingeniería Civil,5
c,a,c,c,c,e,c,c,a,c,e,c,c,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,c,c,c,c,b,c,c,c,c,c,c,c,e,c,c,c,e,c,Ingeniería Civil,4
c,c,c,e,c,b,c,c,c,c,c,c,c,c,c,c,c,c,e,c,Ingeniería Civil,5
c,c,c,c,c,c,c,c,c,c,c,c,c,c,e,c,c,c,c,c,Ingeniería Civil,5
c,c,c,c,c,c,c,c,c,e,c,c,c,c,c,c,c,c,c,c,Ingeniería Civil,4
c,c,c,c,c,c,c,c,c,c,c,e,c,c,c,c,c,e,c,e,Ingeniería Civil,5
c,c,c,c,c,c,c,c,d,c,e,c,c,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,c,c,e,c,c,c,b,c,c,c,c,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,e,c,c,c,c,Ingeniería Civil,5
c,c,c,c,c,c,c,d,c,c,c,c,e,d,c,c,c,c,c,b,Ingeniería Civil,5
e,e,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,c,e,c,c,c,c,c,c,a,c,c,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,d,a,c,c,c,c,c,c,c,c,c,e,c,c,c,c,d,c,Ingeniería Civil,5
b,c,c,c,c,b,a,e,c,c,e,c,c,c,c,c,c,c,e,c,Ingeniería Civil,5
c,c,e,c,e,e,a,c,c,c,c,e,c,c,c,c,e,c,b,c,Ingeniería Civil,5
c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,e,b,e,c,Ingeniería Civil,5
e,c,c,c,c,c,c,c,c,c,e,c,c,c,d,c,c,c,c,c,Ingeniería Civil,5
c,c,c,c,c,c,c,c,c,c,c,c,c,e,c,c,c,c,c,a,Ingeniería Civil,4
e,c,e,c,c,c,c,e,c,e,c,c,c,e,c,c,c,c,c,c,Ingeniería Civil,5
e,c,c,c,c,c,c,c,c,c,e,c,c,c,c,c,c,c,c,c,Ingeniería Civil,4
c,c,c,c,c,c,c,c,c,e,b,c,c,c,c,c,e,c,c,c,Ingeniería Civil,5
c,c,c,c,c,c,c,c,e,e,c,c,c,e,c,c,c,c,c,c,Ingeniería Civil,5
a,c,c,c,c,e,c,c,c,c,c,c,c,c,c,e,c,c,c,c,Ingeniería Civil,5
e,c,c,c,c,c,e,c,c,c,c,c,c,b,c,c,c,c,c,c,Ingeniería Civil,5
c,e,c,c,c,d,c,c,e,c,e,c,c,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,c,c,c,c,c,c,c,c,c,e,c,c,e,c,c,c,c,c,Ingeniería Civil,5
c,c,e,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,c,c,c,c,c,c,c,c,c,c,b,c,c,c,c,c,c,c,Ingeniería Civil,4
c,d,c,c,c,c,c,d,c,c,c,c,c,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,e,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,b,c,Ingeniería Civil,5
c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,e,c,Ingeniería Civil,4
c,e,c,c,c,c,c,c,c,c,c,c,c,c,c,b,c,c,c,c,Ingeniería Civil,5
c,c,c,e,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,Ingeniería Civil,4
c,c,d,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,c,c,c,c,c,c,c,c,e,e,c,c,c,c,c,c,c,c,Ingeniería Civil,5
c,e,c,c,c,d,c,c,c,c,c,c,c,e,c,c,c,c,c,c,Ingeniería Civil,5
c,c,c,c,c,c,c,c,c,d,c,c,e,c,c,c,c,c,c,c,Ingeniería Civil,4
c,e,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,c,c,c,c,c,c,c,c,c,e,c,c,c,e,e,c,c,c,Ingeniería Civil,5
c,c,c,c,c,c,c,c,c,e,e,a,c,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,c,c,c,c,c,c,e,e,c,c,c,c,c,c,c,c,c,e,Ingeniería Civil,5
c,e,e,c,c,e,c,e,c,c,c,e,c,c,c,e,c,c,c,c,Ingeniería Civil,5
c,a,c,c,a,c,c,c,c,c,c,c,e,c,c,c,c,c,c,c,Ingeniería Civil,5
c,e,c,e,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,c,c,c,e,c,c,c,c,c,c,e,c,c,c,c,c,c,c,Ingeniería Civil,5
e,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,b,c,Ingeniería Civil,5
c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,e,c,c,c,Ingeniería Civil,5
c,c,c,c,c,c,c,c,c,c,c,c,c,e,c,c,c,c,c,c,Ingeniería Civil,4
c,c,c,c,e,c,e,c,a,b,e,e,c,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,e,c,c,c,e,Ingeniería Civil,4
c,e,c,c,c,c,e,c,c,c,c,c,c,e,c,b,c,e,c,c,Ingeniería Civil,4
c,c,c,c,c,e,c,c,c,c,c,c,c,c,c,c,c,a,c,d,Ingeniería Civil,4
c,c,c,c,c,c,c,c,c,c,c,c,e,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,c,c,c,c,c,c,c,c,c,e,c,c,c,c,c,c,e,c,Ingeniería Civil,5
c,c,c,c,c,c,c,c,c,c,c,c,c,c,e,c,e,e,c,c,Ingeniería Civil,4
c,c,c,c,c,e,c,c,c,c,c,d,e,c,c,c,e,c,c,c,Ingeniería Civil,5
a,d,c,c,c,b,c,c,c,e,c,c,e,c,c,e,c,c,c,c,Ingeniería Civil,5
c,c,c,e,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,Ingeniería Civil,4
b,c,c,c,e,e,c,e,c,c,c,c,e,e,e,c,c,c,c,c,Ingeniería Civil,5
c,c,e,c,c,e,c,e,c,c,c,c,c,c,c,c,c,c,c,c,Ingeniería Civil,5
c,e,c,c,c,c,e,c,c,c,c,b,c,c,e,c,a,c,c,c,Ingeniería Civil,5
c,c,c,c,c,c,c,c,e,e,c,c,c,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,c,c,c,c,e,c,c,c,e,c,c,c,e,c,c,c,c,e,Ingeniería Civil,4
c,c,c,a,c,c,c,c,c,d,c,c,c,c,c,a,c,e,c,c,Ingeniería Civil,5
c,c,c,c,a,c,c,c,c,e,c,c,e,e,c,c,c,c,c,d,Ingeniería Civil,5
e,b,c,c,c,c,c,d,c,c,c,c,c,c,e,c,c,c,c,c,Ingeniería Civil,4
c,c,c,c,c,c,e,c,c,c,c,c,c,b,c,c,e,c,c,c,Ingeniería Civil,5
e,c,c,c,c,c,e,c,b,c,c,c,c,c,c,c,c,c,c,c,Ingeniería Civil,5
e,a,c,c,a,c,c,c,c,b,d,e,c,c,c,c,c,c,c,c,Ingeniería Civil,4
c,c,c,c,e,e,c,c,c,c,c,c,c,c,c,c,c,c,c,e,Ingeniería Civil,4
c,c,c,a,c,c,c,c,c,c,c,e,c,c,c,c,c,c,c,a,Ingeniería Civil,4
c,c,c,c,c,c,e,c,c,c,c,c,c,c,c,c,c,c,e,c,Ingeniería Civil,5
c,c,c,c,b,c,c,c,e,c,a,e,e,c,e,c,c,c,c,c,Ingeniería Civil,5
c,c,c,c,e,e,c,c,c,c,c,c,c,c,c,c,c,c,c,c,Ingeniería Civil,5
e,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,b,Ingeniería Civil,5
c,c,c,e,c,c,c,c,c,c,c,c,c,e,c,c,c,c,c,c,Ingeniería Civil,5
c,c,c,c,c,c,c,c,c,c,c,e,c,c,c,c,c,c,c,c,Ingeniería Civil,4
c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,d,c,c,c,Ingeniería Civil,4
d,c,c,c,c,c,e,e,c,c,c,e,c,c,c,e,c,c,c,c,Ingeniería Civil,5
c,e,c,c,c,e,e,b,c,c,c,c,c,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,c,c,c,c,c,a,e,c,c,c,c,c,c,c,c,c,d,c,Ingeniería Civil,5
c,c,c,c,e,c,c,c,c,c,c,c,c,c,c,c,c,c,c,e,Ingeniería Civil,5
b,b,c,e,c,c,c,c,c,c,c,c,c,c,c,c,c,e,c,c,Ingeniería Civil,5
a,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,e,e,c,Ingeniería Civil,4
c,c,a,c,c,c,c,c,c,c,c,c,c,c,c,e,c,c,c,c,Ingeniería Civil,4
c,e,c,e,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,c,a,c,e,c,a,c,c,c,c,e,c,c,c,c,e,c,c,Ingeniería Civil,5
e,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,e,Ingeniería Civil,5
c,c,c,c,e,c,c,c,c,c,c,c,e,c,c,c,c,c,e,c,Ingeniería Civil,4
c,c,b,e,c,c,c,c,c,c,c,b,c,c,e,c,c,c,c,c,Ingeniería Civil,5
c,c,e,c,c,c,c,c,c,c,d,e,c,c,c,c,c,c,e,c,Ingeniería Civil,4
c,c,c,c,d,c,c,c,e,c,c,c,c,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,e,c,e,e,c,c,c,c,c,c,c,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,c,c,c,c,e,a,c,c,c,c,c,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,a,c,c,e,c,Ingeniería Civil,5
c,c,e,e,c,c,c,c,e,c,a,c,e,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,e,c,c,c,c,Ingeniería Civil,5
e,c,a,c,c,b,c,c,c,c,c,c,b,c,c,c,c,c,c,c,Ingeniería Civil,5
d,c,c,c,c,c,d,c,c,c,c,a,c,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,e,c,c,c,c,c,c,c,e,c,c,c,c,a,c,c,c,c,Ingeniería Civil,5
c,b,e,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,e,c,Ingeniería Civil,5
c,c,e,c,c,c,c,c,c,c,c,c,c,c,c,c,e,c,c,c,Ingeniería Civil,5
b,c,c,c,e,c,c,c,c,c,c,c,c,c,c,c,c,b,a,c,Ingeniería Civil,5
c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,Ingeniería Civil,5
e,c,c,c,c,c,e,c,c,c,c,c,c,c,e,c,c,c,c,c,Ingeniería Civil,5
c,c,c,c,c,e,c,c,c,c,c,c,c,e,c,c,c,a,c,c,Ingeniería Civil,4
c,c,c,c,c,d,c,e,c,c,e,c,c,c,c,c,a,a,c,c,Ingeniería Civil,5
c,c,e,c,c,c,c,c,c,d,e,c,c,c,e,c,d,e,c,c,Ingeniería Civil,5
c,c,c,c,c,c,c,c,c,c,b,c,c,c,c,c,c,e,c,c,Ingeniería Civil,5
c,c,e,c,c,c,c,c,c,c,c,c,c,e,c,c,c,c,c,c,Ingeniería Civil,5
c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,b,c,c,c,c,Ingeniería Civil,5
c,c,c,c,c,e,c,c,c,c,c,c,c,c,e,e,c,e,c,e,Ingeniería Civil,4
c,c,c,c,e,c,c,c,c,c,c,c,c,c,e,c,c,c,c,c,Ingeniería Civil,4
c,c,c,c,c,c,c,c,e,c,c,c,c,d,c,c,c,c,e,c,Ingeniería Civil,5
c,c,e,c,c,c,e,c,e,c,c,c,c,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,e,e,e,c,e,c,c,c,c,c,c,c,c,c,c,c,c,c,Ingeniería Civil,5
c,e,c,e,e,e,c,e,c,c,c,c,c,e,c,c,c,c,c,c,Ingeniería Civil,5
c,c,c,e,c,c,c,c,c,a,c,c,c,e,c,c,c,e,c,c,Ingeniería Civil,5
c,c,d,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,a,c,Ingeniería Civil,4
c,c,e,e,c,d,c,d,c,c,c,a,c,c,c,c,e,e,d,c,Ingeniería Civil,5
c,c,c,c,c,c,c,e,c,c,c,c,c,c,c,e,c,c,c,c,Ingeniería Civil,5
c,c,d,c,c,c,c,c,c,c,e,c,c,c,b,c,c,c,e,c,Ingeniería Civil,4
c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,c,e,c,e,c,c,c,c,c,c,a,c,c,c,c,e,c,c,Ingeniería Civil,5
c,c,b,c,c,e,c,a,c,c,c,c,c,c,e,c,c,c,c,c,Ingeniería Civil,4
c,c,c,e,c,c,c,c,c,c,c,c,c,e,c,c,c,c,c,c,Ingeniería Civil,5
e,c,b,c,c,d,c,c,c,c,c,c,c,c,b,c,c,c,c,c,Ingeniería Civil,5
c,c,b,c,c,c,e,c,c,c,c,c,c,c,e,c,c,d,b,e,Ingeniería Civil,4
c,c,c,c,c,c,c,c,e,c,e,c,c,c,c,c,d,c,e,e,Ingeniería Civil,5
e,c,c,c,e,d,c,c,c,e,c,c,c,c,c,c,c,c,c,c,Ingeniería Civil,5
